"ID_RS","year","typ","AFSmg.l","BSB5mg.l","Camg.l","Chl.amg.l","Clmg.l","LFmS.m","Nges.Nmg.l","NH3..calc.mg.l","NH4.Nmg.l","NO2.Nmg.l","NO3.Nmg.l","O2.","O2mg.l","oPO4.Pmg.l","Pges.Pmg.l","pH.....","PO4.Pmg.l","TOCmg.l","Twa.C"
107006233,2004,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006233,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006233,2009,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006234,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006234,2009,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006234,2012,"5",NA,NA,NA,NA,NA,34.74,NA,NA,NA,NA,NA,NA,11.204,NA,NA,8.14,NA,NA,10.84
107006235,2004,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006235,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006235,2009,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006235,2012,"5",NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,10.688,NA,NA,NA,NA,NA,9.6
107006237,2010,"5",NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006237,2012,"5",NA,NA,NA,NA,NA,29.1,NA,NA,NA,NA,NA,NA,11.42,NA,NA,NA,NA,NA,10.48
107006238,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006238,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006238,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006238,2004,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006238,2010,"5",NA,NA,NA,NA,113,78,10.9,0.000590882,0.0675,9.4,0.02875,NA,10.65,NA,0.235,7.5,NA,4.4,11.25
107006239,2010,"5",NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006239,2012,"5",NA,NA,NA,NA,NA,27.76,NA,NA,NA,NA,NA,NA,11.06,NA,NA,7.98,NA,NA,9.72
107006240,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006240,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006240,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006240,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006240,2010,"5",NA,NA,34.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006240,2011,"5",NA,NA,46.5,NA,17.35,33.5,3.425,0.000246717,0.0125,3.25,0.0059375,NA,10.475,NA,0.025,7.925,NA,0.5125,11.925
107006241,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006241,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006241,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006241,2010,"5",NA,NA,73,NA,32.8,49,3.8,0.002996362,0.1,3,0.0075,NA,7.9,NA,0.14,8,NA,7.4,16.6
107006242,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006242,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006242,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006242,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006242,2009,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,8.1,NA,NA,19.5
107006242,2010,"5",NA,NA,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006243,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006243,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006243,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006243,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006243,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006243,2009,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,7.64444444444444,NA,NA,16
107006243,2011,"5",NA,NA,132.25,NA,220.275,127.75,6.575,0.00029941075,0.024375,6,0.0175,NA,9.925,NA,0.2975,7.8,NA,6.2,13.325
107006244,2010,"5",NA,NA,28.25,NA,30.7,32.25,2.9625,0.0004450323,0.06625,2.7125,0.013125,NA,9.325,NA,0.0575,7.275,NA,4.025,12.675
107006245,2002,"5",NA,NA,NA,NA,14,NA,NA,0.001125208,0.06,0.02,2.1,NA,11.2,NA,0.09,7.9,NA,1.5,13.3
107006245,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006245,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006245,2011,"5",NA,NA,29.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006257,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006257,2011,"5",NA,NA,21.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006258,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006258,2011,"5",NA,NA,20.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006259,2000,"5",NA,4.2,NA,NA,15,29,3.2,0.004411664,0.4,0.04,2.5,69,6.7,0.31,NA,7.6,0.39,3.9,15.3
107006259,2002,"5",NA,1.6,NA,NA,13,20,3,0.000988963,0.2,0.019,2.2,90,8.6,0.19,NA,7.2,0.21,2.4,16.8
107006259,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006259,2011,"5",NA,NA,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006260,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006260,2011,"5",2.06666666666667,NA,28,NA,19.1666666666667,22.3333333333333,2.47333333333333,0.000581104666666667,0.025,2.23333333333333,0.0175,NA,9.53333333333333,NA,0.146666666666667,7.83333333333333,NA,1.9,15.3666666666667
107006261,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006261,2011,"5",NA,NA,NA,NA,NA,17.7125,NA,0.0001376675325,NA,NA,0.00484375,NA,NA,NA,NA,7.4075,NA,NA,NA
107006262,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006262,2011,"5",NA,NA,NA,NA,NA,NA,NA,0.0006265085625,NA,NA,0.015625,NA,NA,NA,NA,7.24625,NA,NA,NA
107006263,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006263,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006263,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006263,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006263,2010,"5",NA,NA,NA,NA,NA,14.46,NA,NA,NA,NA,NA,NA,10.56,NA,NA,7.44,NA,NA,12.12
107006264,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006264,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006264,2003,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006264,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006264,2009,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006265,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006265,2003,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006265,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006265,2009,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006266,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006266,2004,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006266,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006266,2009,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006267,2010,"5",NA,NA,45.75,NA,68.325,42.75,2.95,0.000172382175,0.025,2.55,0.0075,NA,9.7,NA,0.015,7.525,NA,1.45,10.3
107006268,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006268,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006268,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006268,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006268,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006268,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006268,2010,"5",NA,NA,30.5,NA,44.45,36.5,4.525,0.000734008,0.085,3.7,0.01875,NA,9.2,NA,0.085,7.725,NA,2.925,10.225
107006269,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006269,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006269,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006269,2010,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006270,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006270,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006270,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006270,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006270,2010,"5",NA,NA,46.25,NA,61.1,41,3.35,0.00086820675,0.025,2.875,0.0075,NA,10.9,NA,0.02,8.1,NA,1.45,11.175
107006271,2004,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006271,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006271,2010,"5",NA,NA,22.25,NA,27.55,23.75,3.85,0.0002535565,0.025,3.35,0.00575,NA,10.775,NA,0.0275,7.675,NA,1.55,11.35
107006275,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006275,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006275,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006275,2011,"5",NA,NA,NA,NA,NA,22.0875,NA,0.0001180000875,NA,NA,0.00375,NA,NA,NA,NA,7.60375,NA,NA,NA
107006278,2009,"5",NA,NA,NA,NA,NA,NA,NA,6.97072642857143e-05,NA,NA,NA,NA,NA,NA,NA,7.39,NA,NA,NA
107006279,2009,"5",NA,NA,NA,NA,NA,14.9,NA,0.000164068566666667,NA,NA,0.005,NA,NA,NA,NA,7.19,NA,NA,NA
107006280,2009,"5",NA,NA,NA,NA,NA,NA,NA,0.00030417172,NA,NA,NA,NA,NA,NA,NA,7.388,NA,NA,NA
107006281,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006281,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006281,2002,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006281,2004,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006281,2005,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006281,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006281,2011,"5",NA,NA,NA,NA,NA,36.25,NA,0.001467335475,NA,NA,0.014375,NA,NA,NA,NA,7.67,NA,NA,NA
107006284,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006284,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006284,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006284,2009,"5",NA,NA,NA,NA,NA,NA,NA,0.00259017971428571,NA,NA,NA,NA,NA,NA,NA,7.47285714285714,NA,NA,NA
107006285,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006285,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006285,2010,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83857142857143,NA,NA,NA
107006285,2011,"5",NA,NA,NA,NA,NA,43.5857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74142857142857,NA,NA,NA
107006286,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006286,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006286,2010,"5",NA,NA,NA,NA,NA,45.1166666666667,NA,0.0044226494,NA,NA,NA,NA,NA,NA,NA,7.65833333333333,NA,NA,NA
107006286,2011,"5",NA,NA,NA,NA,NA,48.7636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44363636363636,NA,NA,NA
107006287,2011,"5",NA,NA,NA,NA,NA,NA,NA,0.00011524835,NA,NA,0.0059375,NA,NA,NA,NA,7.64625,NA,NA,NA
107006288,2001,"5",NA,1.4,NA,NA,27,24,1.6,7.21094e-05,0.025,0.00375,1.4,97,10,0.12,NA,7.1,0.19,4.1,12.7
107006288,2005,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006288,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006288,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006288,2011,"5",NA,NA,NA,NA,NA,41.025,NA,0.00059221925,NA,NA,0.015625,NA,NA,NA,NA,7.61,NA,NA,NA
107006290,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006290,2011,"5",NA,NA,NA,NA,NA,NA,NA,0.000144336925,NA,NA,0.00375,NA,NA,NA,NA,7.635,NA,NA,NA
107006291,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006291,2011,"5",NA,NA,NA,NA,NA,34.625,NA,0.00021018225,NA,NA,0.00375,NA,NA,NA,NA,7.7975,NA,NA,NA
107006292,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006292,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006292,2011,"5",NA,NA,NA,NA,NA,35.7,NA,0.000294336,NA,NA,0.00375,NA,NA,NA,NA,7.9225,NA,NA,NA
107006293,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006293,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006293,2011,"5",NA,NA,NA,NA,NA,26.9,NA,0.0002629945,NA,NA,0.00375,NA,NA,NA,NA,7.8725,NA,NA,NA
107006294,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006294,2010,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006295,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006295,2001,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006295,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006295,2010,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.52444444444444,NA,NA,NA
107006296,2010,"5",NA,NA,NA,NA,NA,19.475,NA,0.00032491805,NA,NA,0.0059375,NA,NA,NA,NA,7.79,NA,NA,NA
107006296,2011,"5",NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,9.11,NA,NA,8.14,NA,NA,18.6
107006297,2010,"5",NA,NA,NA,NA,NA,8.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19333333333333,NA,NA,NA
107006297,2011,"5",NA,NA,NA,NA,NA,8.28333333333333,NA,0.000130825966666667,NA,NA,0.00375,NA,NA,NA,NA,7.39166666666667,NA,NA,NA
107006298,2006,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006298,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006298,2010,"5",NA,NA,NA,NA,NA,14.7666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.23666666666667,NA,NA,NA
107006298,2011,"5",NA,NA,NA,NA,NA,15.075,NA,4.8563275e-05,NA,NA,0.024375,NA,NA,NA,NA,7.3575,NA,NA,NA
107006299,2001,"5",NA,0.25,NA,NA,20,20,1.1,0.000267779,0.025,0.00375,1,99,9.8,0.01,NA,7.7,0.03,3.3,11.9
107006299,2010,"5",NA,NA,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75857142857143,NA,NA,NA
107006299,2011,"5",NA,NA,NA,NA,NA,12.2,NA,2.42867e-05,NA,NA,0.00375,NA,NA,NA,NA,7.125,NA,NA,NA
107006300,2010,"5",NA,NA,NA,NA,NA,11.1888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32111111111111,NA,NA,NA
107006301,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006302,2008,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006316,2007,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006316,2010,"18",NA,NA,71.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006318,2001,"5",NA,NA,NA,NA,127,102,NA,0.014463929,0.69,0.372,4.1,93.2,9.36,NA,0.3,7.88,NA,6.4,15.4
107006318,2004,"5",NA,NA,NA,NA,80,70,NA,0.000377139,0.025,0.0075,4.8,91,10.9,NA,0.13,7.98,NA,3.4,8.1
107006318,2005,"5",NA,NA,NA,NA,99,94.3333333333333,NA,0.0026861394,0.201666666666667,0.0425,4.23333333333333,NA,11.8,NA,0.18,7.69,NA,4.1,9.4
107006318,2006,"5",NA,NA,NA,NA,181.75,123.25,NA,0.0035672085,0.30125,0.021125,3.325,NA,8.9,NA,0.285,7.83,NA,6.525,13.975
107006318,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006318,2010,"5",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006320,2000,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006320,2001,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006320,2002,"15",167.583333333333,NA,NA,NA,682.5,284.25,13.2666666666667,0.0427237346666667,7.35,0.253583333333333,1.49583333333333,26.0666666666667,2.61416666666667,NA,2.53,7.235,NA,NA,16.5333333333333
107006320,2003,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543214285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006320,2004,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006320,2005,"15",NA,NA,NA,NA,NA,239.5,NA,0.039995838,7.81666666666667,0.242916666666667,1.625,23.1666666666667,2.38333333333333,NA,1.685,7.17166666666667,NA,36.7166666666667,14.75
107006320,2006,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006320,2007,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006320,2008,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006320,2010,"15",NA,NA,166.5,NA,1247.25,483,14.5,0.05324296025,8.4,2.2,NA,NA,1.53125,NA,1.9025,7.35,NA,34.8,14.45
107006320,2011,"15",NA,NA,160,NA,1490,526.25,15,0.04210832775,8.88,0.6875,0.155,NA,1.075,NA,2.3425,7.15,NA,65.575,17.5
107006321,2011,"16",NA,NA,41,NA,25.6,37.6666666666667,5.2,0.000108938766666667,0.0416666666666667,4.18333333333333,0.01,NA,8.7,NA,0.0366666666666667,7.2,NA,17.8333333333333,8.76666666666667
107006333,2000,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006333,2007,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006333,2010,"5",NA,NA,48.5,NA,33.975,51.75,2.175,0.0012269566,0.04375,1.8875,0.0075,NA,10.075,NA,0.0375,7.775,NA,2.725,12.475
107006337,2010,"18",NA,NA,137.25,NA,37.275,83.75,NA,0.0135151885,0.7225,4.325,0.105,NA,8.75,NA,0.1325,7.925,NA,6.35,12.4
107006339,2011,"14",NA,NA,99.25,NA,66.95,113.75,1.4,0.00061919975,0.065625,0.825,0.005,NA,9.95,NA,0.02,7.75,NA,10.1,11.65
107006342,2002,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006342,2003,"15",NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,11.9,NA,NA,7.7,NA,NA,7.4
107006342,2004,"15",NA,NA,NA,NA,NA,94.1428571428571,NA,NA,NA,NA,NA,NA,7.61428571428571,NA,NA,7.4,NA,NA,13.0285714285714
107006342,2005,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006342,2006,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006342,2007,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107006342,2008,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
